,Unnamed: 0,cast_id,character,credit_id,gender,id,name,order,profile_path,movies,appearance,budget_array
32651,32651,40,Blind Brenda,56bb7836c3a368471e0000ff,1,25884,Mary Lynn Rajskub,16,/icSziituw2XPBKvdgNWcyRyrJMp.jpg,"[9285, 117262, 8859, 26475, 16550, 8051, 10327, 14923, 93462, 45759, 9754, 773, 13090, 24803, 84332, 156700, 336775, 346681]",18,"[16000000, 0, 13000000, 0, 0, 25000000, 45000000, 0, 0, 0, 45000000, 8000000, 5000000, 40000000, 750000, 0, 608000, 0]"
32663,32663,3,Margit Gluckmeister,52fe441bc3a368484e00fd7b,1,20017,Margit Carstensen,2,/mk4jOERPMKgDPiAsbGJhrii1QLu.jpg,"[21484, 10310, 37512, 42260, 2241, 53094, 36226, 45560, 10311, 204384, 42032, 52116, 47239, 85690, 122270, 173631, 453062]",17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32670,32670,40,Ulrich,52fe4293c3a36847f8029689,2,10862,Dominic Purcell,9,/dyFc8VuAtLQFjL0rKWZuztdBEoT.jpg,"[955, 7299, 36648, 4283, 13557, 176241, 30685, 64639, 49021, 68472, 34601, 184125, 100544, 218329, 122796, 242076, 255692, 217896, 252360, 227325, 301730, 356334, 380754]",23,"[125000000, 20000000, 65000000, 0, 0, 0, 0, 25000000, 66000000, 1500000, 0, 0, 12000000, 0, 0, 0, 0, 0, 3500000, 0, 3200000, 0, 0]"
32675,32675,22,Andrews,52fe44afc3a36847f80a446f,2,25527,Jason Connery,7,/9tDTxkPBFSIq57DTE40NZ9Bp4Yu.jpg,"[8584, 54800, 12683, 21878, 16398, 84729, 28635, 48844, 31985, 4196, 37237, 18040]",12,"[55000000, 0, 4600000, 7500000, 0, 0, 0, 0, 0, 0, 0, 0]"
32677,32677,32,Saddle Rock Sheriff,52fe44afc3a36847f80a4497,2,52703,Alan C. Peterson,13,/4fOgtdMDZ9YEvGrLFge6uZTJrjl.jpg,"[8584, 46717, 11022, 48129, 7485, 31544, 34769, 23629, 98339, 133369, 209247, 51239, 311539, 36737, 366631, 410988, 322487]",17,"[55000000, 45000000, 6500000, 16000000, 61000000, 0, 3500000, 82000000, 12000000, 0, 0, 0, 0, 0, 0, 0, 0]"
32716,32716,10,Reardon,52fe45dac3a368484e072b15,2,85993,Tom Neal,9,/vguUwOLk8MwUeFbuu1wDQZoizCI.jpg,"[29372, 20367, 14589, 100010, 47401, 63591, 38346, 176143, 156603, 388910, 25953, 84720]",12,"[0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32741,32741,12,Lisa Reiner,52fe4408c3a36847f807e439,1,17844,Elke Sommer,1,/eVx7RyK6FCBb1HZEdyx5UacL0Df.jpg,"[5483, 1594, 5485, 4025, 3054, 56168, 4883, 1732, 39214, 19300, 5056, 81871, 134679, 10492, 286789, 262945, 262871, 3012, 79367, 49719, 105465]",21,"[1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32742,32742,13,Sophia Lehar,52fe4408c3a36847f807e43d,1,21606,Sylva Koscina,2,/jwkKgsRYHIkHMSNcGAeuYA829i3.jpg,"[5483, 19120, 56800, 87358, 42438, 283281, 61462, 105114, 199198, 193784, 198772, 5056, 340961, 60046, 82080, 37765, 262871, 139609, 70690, 72309, 39402, 39400]",22,"[1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32744,32744,15,George,52fe4408c3a36847f807e445,2,31991,Gabriele Tinti,4,/gxk5AeoGvkYV1pIXe2Jrk39W4xV.jpg,"[5483, 10243, 14257, 79094, 195450, 86816, 30877, 28844, 105078, 38165, 103613, 40348, 39965, 28682, 28324, 28574, 218772, 59871, 262871, 45233, 4727, 56068, 66177, 396269]",24,"[1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32747,32747,19,Francis Lehar,52fe4408c3a36847f807e455,0,100409,Eduardo Fajardo,8,/tREl0gqM9L2X334p2EDx6ETpBtM.jpg,"[5483, 28319, 10772, 12310, 61044, 48169, 14257, 122019, 42461, 105083, 63026, 86637, 79683, 106922, 103199, 28488, 145002, 124504, 115042, 48242, 281238]",21,"[1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32764,32764,36,Detective Morrow,5676ee73c3a36816850063b5,2,109772,Charles Evans,18,,"[30588, 43332, 44041, 28304, 35958, 85293, 35919, 96433, 37482, 26385, 33077, 118446, 320853, 32887]",14,"[2000000, 4500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32765,32765,38,Real Estate Agent,5676eed692514179e700613e,2,25176,Arthur Hohl,20,/juyEMVHpdtvPMlMB9Ovim27Wlm7.jpg,"[30588, 31685, 17481, 3031, 50073, 31548, 27449, 28432, 50070, 52561, 29320, 42062, 52844, 204040, 109886, 64078, 196802, 81396, 39494, 248639, 159215, 3936, 28753]",23,"[2000000, 0, 0, 0, 0, 0, 187000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32767,32767,40,Father Fareaux,5676ef40c3a3681689005eb1,2,103176,Fritz Leiber,22,/1cwoZyUK5XchzNcXgrRhoMXK84r.jpg,"[30588, 15855, 17058, 37025, 17831, 31685, 26201, 43807, 74469, 97735, 42825, 34651, 29113, 134480, 98487, 118534, 39943]",17,"[2000000, 1500000, 1202007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32769,32769,42,Joe Darwin,5676efd0c3a368168b005ebd,2,117771,John Harmon,24,/mv1UuH2TpPGo4kQm8JEoHjMhgRG.jpg,"[30588, 26654, 29481, 43837, 43308, 66745, 52480, 275573, 127812, 38470, 37482, 250332, 75012, 27966, 84365, 90030, 248001]",17,"[2000000, 0, 171200, 0, 0, 56000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32777,32777,85,Garden Party Guest (uncredited),56c8d59f9251411738004257,2,155618,Paul Newlan,56,,"[30588, 14605, 31685, 14589, 43785, 36495, 43250, 83360, 130398, 62006, 50717]",11,"[2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32780,32780,1,James Bond,52fe4267c3a36847f801bc3b,2,10167,George Lazenby,0,/rmrprW2rSKq49nPClGUfrJ2J0U4.jpg,"[668, 11598, 10655, 48232, 77166, 27408, 135921, 257347, 69576, 21990, 44645, 438493]",12,"[6500000, 600000, 0, 0, 0, 0, 0, 0, 1000000, 0, 0, 0]"
32783,32783,9,Sir Hilary Bray,52fe4267c3a36847f801bc57,2,10173,George Baker,8,/roiBG5Mc0nAQ3nZLfcODwtHxqmF.jpg,"[668, 691, 32030, 42347, 13210, 67696, 224600, 29941, 60287, 38125, 206514, 107076]",12,"[6500000, 14000000, 0, 191051, 0, 0, 0, 0, 0, 0, 0, 0]"
32793,32793,7,Col. William 'Mutt' Henderson,52fe446bc3a368484e022237,2,86368,Andrew Duggan,6,/j5HwdVtM59iK8YbBduV1Iqsq3DG.jpg,"[23518, 24130, 19953, 28153, 23096, 20628, 61564, 86782, 28155, 35392, 39557, 27012, 118955, 110139, 117969, 27740, 247691, 27858, 270015, 43009]",20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12000000, 0, 0, 0, 0]"
32794,32794,10,Esther Townsend,52fe446cc3a368484e022243,1,90230,Helen Kleeb,9,/8zqJl2njdusO5qji9y2ecGcf98M.jpg,"[23518, 13457, 10299, 23194, 169869, 1789, 42990, 33730, 353653, 92292, 35992]",11,"[0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0]"
32795,32795,5,Naomi,52fe426bc3a36847f801d161,1,10461,Caroline Munro,4,/wAZYXnDfMas4j8SpbQfpSOJWlAA.jpg,"[691, 17897, 17965, 17965, 27346, 26398, 12208, 18979, 18250, 33020, 22049, 28271, 34079, 28768, 27886, 84422]",16,"[14000000, 0, 3000000, 3000000, 350000, 0, 12000000, 400000, 75000, 0, 0, 0, 0, 0, 0, 0]"
32797,32797,30,Liparus Captain,52fe426bc3a36847f801d1d9,2,109865,Sydney Tafler,13,/i8rQgwaffxh7nBWZknB2RV55zWw.jpg,"[691, 15598, 32961, 44559, 42689, 30095, 85763, 65114, 151431, 39485, 44023, 121052, 65799, 225834, 35007, 71984, 31280]",17,"[14000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32800,32800,44,Cmdr. Talbot,592af2a59251413b8a060f1a,2,76184,Bryan Marshall,27,/ouTQOZJg7gZ97c9EIZ0or8APF0q.jpg,"[691, 26912, 13965, 8867, 14807, 54407, 46845, 96243, 17381, 243984, 52960]",11,"[14000000, 0, 0, 9000000, 0, 3400000, 0, 0, 980385, 0, 0]"
32805,32805,1006,Jean-Pierre,52fe4672c3a36847f80ff743,2,40305,Stéphane Freiss,2,/rlUdl4jnh5drYjqi9FBKAC0q7QR.jpg,"[44018, 55903, 4974, 54156, 8265, 44603, 195651, 282296, 71623, 20220, 54064, 393857, 275272]",13,"[0, 0, 0, 0, 11000000, 50000000, 5, 5000000, 0, 0, 0, 0, 0]"
32807,32807,18,Corinne Dufour,52fe426cc3a36847f801d715,1,10476,Corinne Cléry,3,/oNkBqfWJ3oVxNU0DswS3iBXwXx7.jpg,"[698, 4561, 38219, 54523, 82083, 73065, 63112, 128588, 64526, 30872, 38362]",11,"[34000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32817,32817,33,Lazar,55155717c3a36821e5000d9a,2,67882,Marne Maitland,15,/y8q7N1D28UmmwuRgt39X2fv6xTa.jpg,"[682, 8095, 11035, 34276, 34783, 44691, 45793, 29710, 114104, 81699, 25388, 259912, 29052, 92798, 43112, 107812, 85611]",17,"[7000000, 31115000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32819,32819,5,Ann Kay - TV Specialist,52fe45bfc3a368484e06c9ab,0,72717,Dawn Addams,4,/rNQtgnahRE9y0BpFbBwbFiZpRux.jpg,"[28973, 29912, 31952, 19128, 53868, 71839, 90968, 118337, 66965, 68976, 237171, 249567, 3025]",13,"[0, 4100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32820,32820,8,Johnson - TV Advertiser,547ee5c792514124af000df9,2,40952,Sid James,5,/9dMtCoy4lvc7blUersBo4ypao1M.jpg,"[28973, 26278, 32961, 35185, 24381, 44940, 40494, 16939, 151431, 22937, 31024, 21240, 19254, 26190, 37462, 35986, 25386, 80596, 77794, 37123, 5065, 32941, 5061, 247451, 5064, 84734, 92819, 24569, 17276, 24571, 19297, 19252, 24570, 19293, 26329, 5066, 61002, 19307]",38,"[0, 0, 0, 0, 0, 0, 4000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32825,32825,17,Member of Atomic Commission,547ee6f5c3a368395c00110d,2,104305,George Woodbridge,14,/lX0Q7oAPgu53iF6oNtg44X6TkV9.jpg,"[28973, 11868, 39948, 17102, 28752, 29589, 28006, 32105, 292523, 18174, 61002]",11,"[0, 226188, 0, 280379, 0, 0, 0, 0, 0, 0, 0]"
32834,32834,15,Joe Dawson,577ecf49c3a368497700136b,2,13970,Dick Purcell,6,/cG9D9FRldekquATNnsJ19Yho3xf.jpg,"[40685, 911, 28292, 27974, 23104, 51792, 131770, 100010, 146919, 118953, 47883, 148410, 106355, 229638]",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32835,32835,25,Higgins,5916460292514156f50265ca,2,121097,Hooper Atchley,16,/lp8zFYsRvxc0cfGLMu6J9JDtfNh.jpg,"[40685, 43802, 20643, 31526, 38721, 43811, 43522, 140887, 150712, 59706, 147829, 72473, 47401, 90358, 98125, 23280, 206480]",17,"[0, 0, 0, 1114000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32838,32838,29,Angry Citizen in Lynch Mob,59164653c3a368371b016713,0,131047,Ed Brady,20,/iS57kpTT3r8FppQiBLNUbyZ7B3z.jpg,"[40685, 40639, 995, 43785, 28421, 43149, 14615, 43806, 43837, 77966, 59403, 34796, 39459, 53796, 83360, 111470, 46260, 72821, 144465, 108246]",20,"[0, 0, 531374, 0, 0, 250000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32846,32846,48,Mrs. Coggins,591729a4c3a36842690352d3,1,88999,Fern Emmett,39,/3P5MeVW4rqoRn8TG7NlQuP2Zjnb.jpg,"[40685, 18569, 20644, 43806, 22606, 43308, 174784, 115109, 131770, 45971, 77775, 41023, 56154, 158439, 121992, 33030, 67375, 242628, 56598]",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32851,32851,56,Girl in First Saloon,59172a50c3a3683fb603008e,1,118258,Dorothy Granger,47,/AnWsrn5pQQkch44n7OlVZKL9Jkw.jpg,"[40685, 40092, 43689, 43874, 99318, 65503, 23281, 156415, 20675, 38468, 38469, 29470, 44869, 186227, 52279]",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32856,32856,77,Townsman,59172be1c3a3683fb60301a6,0,1291267,Robert Milasch,68,,"[40685, 43785, 14615, 24807, 16442, 17382, 43838, 5698, 43836, 72609, 17836, 43853]",12,"[0, 0, 0, 0, 1400000, 0, 0, 150, 0, 0, 0, 0]"
32863,32863,90,Townsman,59172ce7c3a36842c1034320,2,1074209,Jack Perry,81,,"[40685, 301, 14551, 15794, 877, 22595, 28000, 36342, 31148, 18705, 33394, 53527, 23280]",13,"[0, 0, 0, 0, 0, 0, 1920000, 0, 0, 0, 0, 0, 0]"
32865,32865,92,Undetermined Minor Role,59172d12925141583c03290b,0,95949,Ralph Peters,83,/yc9dwUXReJoq15G5A1D4PKfqOUF.jpg,"[40685, 759, 36786, 43787, 29884, 35561, 38464, 94182, 75315, 26657, 3937, 97193, 147810, 33541, 56598, 85232]",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32871,32871,102,Man in Saloon with Carlin,59172e01c3a368371b024334,0,88733,Forrest Taylor,93,/qHlfHqU5XE92iJ47dUObxW1PRU.jpg,"[40685, 14551, 37833, 43785, 23391, 26242, 147829, 275573, 41023, 56154, 209367, 55603, 126712]",13,"[0, 0, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32872,32872,106,Captain of First Boat,59172e4292514159c1031ef7,2,33855,Guy Usher,97,/qRG1Aqwd9Cqm35PWmEqU9EZcSAW.jpg,"[40685, 41021, 14615, 43806, 22965, 28001, 43837, 23104, 60438, 59701, 242475, 28044, 81116, 158114, 250332, 52437, 106495, 372691, 248001]",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32877,32877,11,Whanger Spreckles,52fe445ac3a368484e01e237,2,30292,Grant Withers,6,/cDmc7htZH7TiSCk4sCcTy4H1Pcc.jpg,"[22994, 58455, 11617, 40718, 3088, 37347, 22965, 109539, 65503, 96107, 111470, 56930, 40719, 85639, 59706, 131360, 59701, 130813, 33001, 55308, 25507, 90465, 80850, 210183]",24,"[0, 0, 0, 0, 0, 2500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32885,32885,43,Reporter,586c4af99251410878001c08,2,89937,Reed Howes,34,/e3RqjBT4olyGv0X1WAvjwGBR8Sl.jpg,"[22994, 821, 68064, 17660, 53827, 23286, 17836, 43804, 55308, 250332, 241754, 248001]",12,"[0, 3000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32901,32901,7,Andrew 'Doc' Grunch,52fe459bc3a36847f80d09b3,2,88978,George 'Gabby' Hayes,4,/bW3k2dyTraxwWJTRB5UoUI8JD3H.jpg,"[40639, 43885, 49640, 24807, 15264, 22606, 60542, 53828, 23391, 53622, 22612, 53781, 22602, 40799, 38107, 40719, 38807, 53144, 99922, 197737, 215453, 82257, 184129, 182035, 52593, 179272]",26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32904,32904,28,Townsman,574287a0c3a368705a000851,2,1095107,Hank Bell,15,/jb4n9VFv7ykyWQxBrs2pFQeVsoA.jpg,"[40639, 3088, 980, 29353, 24807, 55604, 17382, 85505, 14710, 17660, 43308, 111459, 65503, 17836, 43853, 43804, 40716, 61985, 75315, 55308, 197737, 121230, 33541, 242628, 183832, 134238, 33484]",27,"[0, 0, 0, 0, 0, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32924,32924,91,Man in Fight with Seton,57428f5ac3a368175f001254,2,100920,Harry Woods,78,/3dA8pb7nD6QCBCfEm7PW2boVPIL.jpg,"[40639, 13909, 3088, 29740, 43785, 13911, 31980, 36851, 63617, 15264, 43837, 52859, 43836, 75880, 119819, 132859, 28373, 59589, 28484, 73179]",20,"[0, 1600000, 0, 195845, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32989,32989,16,Policeman in Apartment,52fe44afc3a368484e031041,0,43240,Luciano Rossi,12,/dsyndJvqLtVVnWaVTyiJKmg5uCq.jpg,"[24920, 10772, 9394, 11689, 40394, 92312, 18928, 78566, 105114, 83140, 75086, 77029, 91255, 53155, 240607, 46443, 61738, 112601, 92853, 152787, 135385, 96460, 5434]",23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32994,32994,21,Dr. Joe Thompson,52fe44afc3a368484e031055,2,29433,Lucio Fulci,17,/n0T4dgUSvp5HXdyncyDLmJaDZi6.jpg,"[24920, 19204, 28794, 7219, 30875, 30874, 40352, 2993, 26503, 30872, 40145, 28847, 30870]",13,"[0, 0, 0, 0, 300000, 0, 0, 0, 0, 0, 0, 0, 100000]"
33002,33002,15,Maria Pappadimos,52fe43cf9251416c7501f069,1,18847,Irene Papas,6,/tJ0ErVqe8bmqz5vuU9iJLwiBGle.jpg,"[10911, 1722, 26843, 2721, 42795, 11338, 10604, 22522, 47446, 26842, 95536, 133750, 49361, 17266, 53654, 90406, 56290, 272162, 64630, 108535, 46278, 47447, 280957, 3013, 163706, 143355, 80441]",27,"[6000000, 57000000, 35000000, 0, 0, 11400000, 783000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33004,33004,19,Cohn,52fe43cf9251416c7501f079,0,31439,Bryan Forbes,10,/2jVyi8jPtZ84FTmVt7Zc6DxvB09.jpg,"[10911, 26278, 1594, 102081, 29907, 46724, 94135, 128048, 77794, 31984, 74436, 16912, 18174, 68309, 34000]",15,"[6000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33016,33016,13,Nelson,52fe440b9251416c910031c7,0,88778,Jimmy Aubrey,11,/nDEzS7B7C2Lrn2Wopn7OJ2SKIMa.jpg,"[30308, 28421, 43824, 35123, 29484, 18705, 173891, 38458, 33394, 121992, 197737, 74314, 28425]",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33017,33017,3,Stephen Cameron,52fe46d19251416c91060bcd,2,121003,Nigel Patrick,2,/gWVfCOH9V169yPZxROkI4RJoYvF.jpg,"[38688, 11463, 38939, 39946, 65488, 32627, 51619, 172535, 134168, 46724, 64291, 224600, 197647, 80090, 65799, 39288, 280004]",17,"[0, 12000000, 0, 0, 5000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33021,33021,12,Reggie Demarest,52fe46d19251416c91060bfb,2,38037,Marius Goring,6,/73nTbwT9WWFb8AtOzl4xoCEzehv.jpg,"[38688, 34689, 1941, 19542, 28162, 37340, 75363, 54797, 29722, 80596, 183247, 87588, 106017, 77794, 198044, 49719, 109020]",17,"[0, 0, 4000000, 500000, 0, 0, 4668069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33026,33026,18,Judge,52fe46d19251416c91060c13,2,135066,Abraham Sofaer,12,/uCkrpe6pewrGhDYcuGivTNQXzxT.jpg,"[38688, 2428, 50031, 17691, 3596, 28162, 18193, 61988, 11620, 43012, 145878, 81699, 47553, 61411, 102155, 41725]",16,"[0, 20000000, 0, 0, 0, 0, 0, 0, 8250000, 0, 0, 0, 0, 0, 0, 0]"
33070,33070,9,Andre Toulon,52fe4524c3a368484e04ac05,2,44883,Guy Rolfe,0,/fEXyb49srKS2XQuD8md0JFw9Ene.jpg,"[26956, 26957, 26958, 26960, 29402, 36362, 24341, 26175, 38646, 17277, 43012, 44711, 94135, 42455, 29077, 30126, 225834, 85611, 413235]",19,"[800000, 0, 0, 0, 0, 5037000, 0, 0, 0, 19000000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33071,33071,10,Major Krauss,52fe4524c3a368484e04ac09,2,97878,Richard Lynch,1,/kjdYPy2r65rHR3rYsOy8nzPKXuF.jpg,"[26956, 59797, 15983, 31603, 18910, 13945, 31579, 31587, 2082, 17618, 104755, 28735, 30877, 71996, 40740, 109809, 25391, 61233, 32080, 75848, 139349, 56725, 30921, 40800, 118430, 27551, 87874]",27,"[800000, 4000000, 0, 0, 0, 4000000, 0, 0, 15000000, 0, 1500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350000]"
33073,33073,16,Lili,52fe4524c3a368484e04ac21,1,97698,Michelle Bauer,7,/nGbCOkBl2rhPR4qchHJqR0hj1rx.jpg,"[26956, 29492, 27390, 30785, 29628, 30027, 30028, 76172, 2189, 30723, 190913, 30467, 16846, 29610, 27412, 23142, 296121, 248706, 28138, 27620, 27476, 67317]",22,"[800000, 0, 90000, 140000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23000, 0, 0, 0, 0, 0, 40000, 0]"
33077,33077,3,Susie,52fe4524c3a368484e04ac8d,1,54634,Chandra West,1,/7iUjeknSaQZtbcy07k1vKMjQAFm.jpg,"[26957, 26958, 11468, 23855, 11804, 32128, 19109, 3563, 61537, 78247, 53953, 41422, 27847, 10704]",14,"[0, 0, 18000000, 0, 10000000, 0, 0, 85000000, 0, 0, 0, 0, 0, 0]"
33098,33098,7,First Servant,52fe4524c3a368484e04ae9b,2,85096,Stephen Blackehart,2,/659GdpZSQVMQSRZDWsynvUrvMCl.jpg,"[26960, 16233, 19719, 17911, 196328, 37059, 45132, 59197, 118340, 22515, 283995, 87178, 26342, 315024, 16123, 41568, 341006]",17,"[0, 350000, 2000, 0, 0, 0, 2500000, 0, 170000000, 0, 200000000, 0, 0, 0, 0, 0, 5000000]"
33122,33122,7,Juliet,52fe4435c3a36847f80889cb,1,24695,Olivia Hussey,1,/qe2QxkaW8yQEn9dzFpUhttLs46x.jpg,"[6003, 4192, 16938, 86182, 39382, 97519, 36460, 44470, 9987, 30361, 236570, 39899, 84633]",13,"[0, 7920000, 0, 0, 0, 12, 0, 2000000, 0, 0, 0, 32000000, 0]"
33148,33148,9,Henry,52fe445dc3a368484e01ebab,0,234297,Christopher Connelly,9,,"[23069, 77079, 30875, 29173, 61755, 62996, 47956, 110123, 85948, 86251, 46658]",11,"[0, 0, 300000, 0, 0, 0, 0, 0, 0, 0, 0]"
33200,33200,4,Ofc. John Davis,52fe439b9251416c75017015,2,15956,David Soul,3,/5TIJLAM2zGTYyRaV62LCmWdum5F.jpg,"[10648, 4281, 9384, 11343, 30526, 44823, 85889, 73091, 31362, 70046, 228257]",11,"[0, 0, 60000000, 4000000, 0, 0, 5000000, 0, 0, 0, 0]"
33223,33223,8,Métamorphe (voice),52fe4443c3a368484e019145,2,7277,Georges Wilson,2,/t6CVZbtyzdoZOAy2SGQtBrCKUew.jpg,"[22500, 12717, 2926, 49361, 14047, 46768, 15362, 537, 31332, 287084, 60543, 76198, 98969, 60430, 64465, 65628, 85285, 115162, 57144, 46521, 3427]",21,"[0, 0, 0, 0, 15000000, 0, 80000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33229,33229,20,Ted Jarvis,52fe43489251416c7500a823,2,41256,Art Hindle,7,/cyse2WKDJ5GXCGWGtw4CHsamv8i.jpg,"[10246, 19698, 24825, 16938, 15850, 28942, 11850, 19665, 24868, 176088, 199715, 112648, 108723, 101968, 73933, 29610, 298582, 205221, 7088, 378018, 7298]",21,"[4000000, 6500000, 0, 0, 0, 1355000, 3500000, 7800000, 0, 0, 0, 0, 600, 0, 0, 0, 1500000, 0, 0, 0, 0]"
33230,33230,25,Balbricker,52fe43489251416c7500a82f,0,91842,Nancy Parsons,10,/pQUaImbKVF3TicftBdCpMSP29FM.jpg,"[10246, 19698, 23919, 10650, 30924, 39771, 24558, 19087, 305656, 142216, 62880]",11,"[4000000, 6500000, 9000000, 22000000, 3000000, 0, 1500000, 0, 0, 0, 0]"
33263,33263,2,Jordan Leigh-Jenson,52fe479f9251416c750a006b,1,22434,Betsy Russell,1,/4uELRGwPn9bJ9H1BF5bZKlu32go.jpg,"[18835, 40087, 214, 663, 11917, 22804, 41439, 38033, 240913, 63706, 2189, 248559, 67390]",13,"[0, 0, 10000000, 10000000, 10800000, 11000000, 20000000, 0, 0, 0, 0, 0, 0]"
33319,33319,34,Lou Sipher,5828a13d9251417b1a02cd7f,2,7466,Paul Borghese,14,/mYKqeQyMRmVokGSuObL1SBcMfLG.jpg,"[28165, 28169, 26230, 546, 9950, 13078, 28173, 112205, 345874, 368596, 288126]",11,"[0, 0, 0, 1000000, 13000000, 0, 0, 30000000, 0, 0, 0]"
33410,33410,20,Rachel Varney,52fe4312c3a36847f80380ff,1,18891,Joan Severance,2,/4PWwMgr8ljdiENB0SE9ly58U2ld.jpg,"[1727, 39002, 11185, 125337, 114299, 207454, 219645, 27010, 29054, 417936, 37333]",11,"[20000000, 8000000, 18000000, 0, 0, 0, 0, 0, 0, 0, 0]"
33425,33425,1,Charles Brady,52fe443e9251416c7502dd2b,2,69405,Brian Krause,0,/gsJfIGTxzlBJmFfMpO8BI7UD5x6.jpg,"[11428, 13888, 31196, 37059, 37434, 79950, 81996, 48397, 83188, 47891, 283105, 75547, 321377, 244852, 77235]",15,"[0, 11000000, 300000, 0, 0, 0, 0, 0, 500000, 0, 0, 0, 0, 0, 0]"
33432,33432,8,Bolt,52fe44cfc3a368484e0384c3,2,73035,Paul Johansson,5,/i4LnsBGxtfY68nSw7CwHedSx3ft.jpg,"[25562, 11036, 7457, 27447, 22821, 56780, 12594, 212231, 270383, 40341, 222890, 253343, 414779]",13,"[0, 29000000, 0, 0, 8000000, 15000000, 2500000, 0, 0, 2000000, 0, 0, 0]"
